patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Vũ Nguyễn,936974546569,1990s,0783116661,john93@example.org,"597 Mai Khu, Thành phố JaneXã, 737215",Tim mạch,9.11,Nhật Hoàng,10/06/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Nhật Mai,451989038332,1980s,0960968437,jane54@example.com,"879 Jane Khu, Thành phố JohnThành phố, 502599",Khỏe mạnh,9.56,Ánh Vũ,25/06/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Hạnh Hoàng Vũ,100396684656,1940s,0778671002,janele@example.net,"4 Vũ Đường, Thành phố JaneXã, 212216",Tim mạch,8.81,Cô Hà Trần,10/02/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Thảo Bùi,577557975498,1990s,0392212897,janemai@example.com,"933 Jane Dãy, JaneThị xã, 523119",Huyết áp cao,7.84,Ông Bảo Mai,27/06/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Quý cô Thảo Hoàng,344888183255,1940s,0571444446,johntran@example.net,"660 Jane Số, Quận JohnThành phố, 252755",Huyết áp cao,11.46,Bác Châu Vũ,08/06/2026
620f230b-439e-454c-a930-16eae0bda1ee,Bác Trọng Trần,496674992347,1950s,0333117866,bdang@example.com,"67 John Ngõ, JohnThành phố, 145709",Tim mạch,9.19,Phúc Dương,01/06/2026
1924c644-af52-4666-b239-09f4dbb54645,Hải Hoàng,131413592383,1990s,0561438124,janeduong@example.net,"3 John Tổ, Huyện JohnQuận, 445259",Khỏe mạnh,10.24,Anh Anh Nguyễn,07/06/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Thành Lê,753029392033,2000s,0862133550,john38@example.org,"0 John Khu, Quận JohnXã, 537379",Tiểu đường,10.63,Anh Khoa Đặng,15/05/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,Yến Hoàng,563372097064,1990s,0795806092,jane08@example.com,"8 John Ngõ, Thị xã JaneXã, 476880",Khỏe mạnh,9.88,Chị Thảo Lê,11/06/2026
4082fcda-7580-44e9-9945-0186da018d29,Khoa Hải Vũ,623215847014,1990s,0353663114,vdang@example.com,"787 Hoàng Đường, Thành phố JaneThành phố, 675239",Tim mạch,11.09,Phúc Mai,03/02/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Quý cô An Dương,881490237158,1960s,0938600542,zpham@example.net,"19 Bùi Hẻm, JaneQuận, 952535",Khỏe mạnh,5.33,Phương Bùi,26/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Duyên Dương,391137976236,1950s,0987160966,john28@example.net,"634 Nguyễn Khu, JaneThành phố, 890144",Khỏe mạnh,8.4,Nhật Phú Vũ,28/06/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Bà Lâm Lê,398178687260,1990s,0568707058,johnvu@example.org,"19 John Ngõ, Thành phố JaneQuận, 933742",Huyết áp cao,7.64,Cô Thành Lê,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Vi Phạm,030795438105,1990s,0539126565,johnnguyen@example.org,"JaneThành phố, 4 John Ngõ, 353827",Tim mạch,11.06,Kim Vũ,24/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Tùng Phú Vũ,578815533025,2000s,0779539549,john67@example.net,"911 Jane Số, Thành phố JaneXã, 904668",Tim mạch,5.98,Bác Trọng Lê,09/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Mai Hoàng,843184623800,1960s,0843863124,phamjane@example.net,"1 Phạm Làng, Thành phố JohnXã, 230872",Tiểu đường,10.65,Linh Nguyễn,22/05/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Quý ông Nhiên Nguyễn,825857393102,1960s,0820441798,shoang@example.net,"8 Bùi Hẻm, JohnThành phố, 994903",Huyết áp cao,5.88,Chị Phương Vũ,14/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Vũ Quang Vũ,032751273804,1960s,0778451396,lejane@example.net,"75 John Khu, JohnPhường, 340013",Tim mạch,7.06,Nhật Bảo Hoàng,27/05/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Cô Kim Trần,748198780006,1990s,0863561081,johnvu@example.org,"403 John Khu, JohnXã, 933483",Tiểu đường,8.29,Anh Hoàng Bùi,09/06/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Ánh Dương,425229896122,1970s,0757892927,phamjohn@example.org,"95 Vũ Khu, Huyện JaneHuyện, 437317",Huyết áp cao,6.74,Yến Phạm,24/06/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Dũng Phạm,448171012966,1960s,0513352916,otran@example.com,"64 Trần Đường, JanePhường, 834527",Tim mạch,11.66,Bà Hồng Mai,07/02/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,An Trần,564200856967,1950s,0976751629,john09@example.com,"061 Vũ Khu, Thị xã JaneQuận, 819357",Khỏe mạnh,9.57,Cô Phương Trần,05/02/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Minh Nguyễn,485388759907,1980s,0785015314,john98@example.org,"7 Dương Làng, Quận JohnXã, 557881",Tiểu đường,4.15,Bác Nam Bùi,19/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Lâm Trần,334797818341,2000s,0514633338,john71@example.org,"81 Lê Ngõ, JohnThị xã, 392272",Tiểu đường,9.04,Bảo Đức Đặng,09/05/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Thảo Mai,449391584955,1980s,0762678069,buijane@example.org,"Thị xã JohnThành phố, 7 Phạm Số, 615167",Khỏe mạnh,11.23,Quý ông Thành Hoàng,16/05/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Cô Hải Bùi,435388451100,1980s,0959222231,john49@example.org,"6 Jane Hẻm, JohnXã, 874512",Tim mạch,5.75,Ông Vũ Mai,10/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Bà Nhật Hoàng,787745580567,1970s,0869373724,tranjohn@example.com,"010 John Khu, Thị xã JohnHuyện, 133094",Khỏe mạnh,6.69,Chi Đặng,25/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Cô Linh Lê,503599981758,1990s,0728077979,jane76@example.com,"47 John Đường, Quận JohnThị xã, 101587",Khỏe mạnh,9.53,Hà Mai,01/03/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Thảo Vũ,206868470035,1960s,0822884769,phamjohn@example.org,"2 John Dãy, JohnHuyện, 662083",Tiểu đường,6.44,Chị Mai Mai,20/06/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Cô Phương Đặng,890001568580,1950s,0808405369,tranjohn@example.net,"491 Mai Dãy, Quận JohnThị xã, 452349",Khỏe mạnh,8.84,Quý cô Vân Hoàng,11/04/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Quý cô Hà Mai,016005510568,1960s,0334034267,btran@example.org,"65 Phạm Tổ, Thành phố JohnXã, 723246",Tim mạch,11.57,Cô An Trần,20/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Thành Dương,243137653352,1970s,0338673504,maijane@example.org,"6 John Làng, JohnThành phố, 761117",Tim mạch,4.15,Chị Ánh Lê,26/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Chị Lan Đặng,398376640984,1940s,0526618994,mvu@example.org,"700 John Dãy, Quận JaneThành phố, 493042",Huyết áp cao,9.98,Quang Phú Trần,13/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Phương Tấn Phạm,843306351888,1940s,0346616347,johntran@example.org,"126 Phạm Dãy, Quận JohnXã, 221163",Khỏe mạnh,6.98,Hải Hải Hoàng,20/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Quý ông Khoa Vũ,410902026696,1940s,0734673936,choang@example.net,"8 John Hẻm, Thị xã JaneHuyện, 177128",Khỏe mạnh,11.33,Nam Trần,01/04/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Anh Tú Mai,158719603221,1990s,0814462322,johnbui@example.net,"27 Dương Dãy, Quận JohnPhường, 546656",Tiểu đường,3.65,Bà Yến Bùi,04/04/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Lâm Phú Vũ,669437223652,1940s,0949728253,hpham@example.com,"32 John Số, JohnQuận, 174974",Tiểu đường,10.2,Ông Trung Hoàng,21/03/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Nhật Bùi,107408442632,1940s,0992859189,tle@example.com,"60 Jane Dãy, JohnPhường, 754350",Tim mạch,11.65,Chị Khoa Phạm,08/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Yến Lê,732290956192,2000s,0594337530,dbui@example.org,"8 Jane Tổ, JaneThành phố, 602851",Tiểu đường,11.42,Quý cô Hà Lê,10/03/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Lâm Vũ,416450150486,1970s,0369925330,hoangjohn@example.com,"287 Jane Hẻm, Thị xã JaneThành phố, 572552",Tiểu đường,5.08,Bảo Phú Bùi,05/03/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Cô Phương Trần,615381528934,1950s,0590291352,upham@example.net,"838 John Hẻm, Thành phố JaneThị xã, 234141",Khỏe mạnh,11.85,Chị Chi Lê,28/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Minh Mai,041409957651,1950s,0539668885,pvu@example.com,"Quận JaneHuyện, 96 Đặng Tổ, 692965",Tiểu đường,5.46,Chị Kim Đặng,22/03/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Phương Bảo Mai,982255194547,1990s,0729742077,john18@example.org,"40 John Hẻm, Quận JaneThị xã, 997107",Tiểu đường,9.14,Cô Mai Nguyễn,11/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Nhật Phạm,279563339236,1990s,0845461493,jane42@example.net,"Thị xã JanePhường, 95 John Số, 198437",Tiểu đường,11.29,Trọng Đức Bùi,16/04/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Chi Lê,508736267220,1950s,0975976420,jane50@example.com,"11 Nguyễn Tổ, Quận JohnXã, 491161",Tim mạch,6.83,Chị Yến Nguyễn,07/06/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Quý ông Hoàng Dương,887499265768,1990s,0925518144,johnbui@example.net,"3 Jane Hẻm, JohnPhường, 477240",Khỏe mạnh,9.29,Ông Phúc Hoàng,10/04/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Quý cô Nhật Nguyễn,073994944925,1970s,0318617635,jane58@example.com,"6 Mai Số, Quận JohnThị xã, 496239",Tim mạch,5.74,Hà Mai Trần,30/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Tú Mai,635898502577,2000s,0335243874,johndang@example.net,"18 Đặng Dãy, JohnXã, 984877",Tiểu đường,7.42,Mai Lê,02/05/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Minh Bùi,329668403016,1970s,0945099912,johnhoang@example.com,"6 Vũ Hẻm, Quận JohnThành phố, 985196",Tiểu đường,8.26,Thành Phạm,25/05/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Hương Trần,733997617979,1970s,0865503560,tranjane@example.net,"530 Jane Khu, Thị xã JohnXã, 509967",Khỏe mạnh,5.48,Xuân Nguyễn,16/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Thành Dương,042556710966,1960s,0537067332,apham@example.com,"2 Vũ Đường, JohnThị xã, 441817",Huyết áp cao,7.16,Thảo Hoàng,17/03/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Xuân Bùi,731153556080,1960s,0866694999,ybui@example.com,"781 Bùi Dãy, JohnQuận, 694924",Khỏe mạnh,7.71,Châu Hoàng Trần,31/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Quý ông Châu Vũ,076331721164,1970s,0595231932,maijohn@example.org,"1 Mai Khu, JohnPhường, 571579",Tim mạch,11.22,Anh Anh Dương,25/06/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Nhiên Đức Vũ,761019573674,1970s,0943647206,john86@example.org,"4 Jane Dãy, Huyện JaneThị xã, 824057",Tim mạch,8.44,Quang Hoàng Đặng,05/04/2026
5808d790-22e4-4628-9913-057dc21f84fc,An Xuân Trần,770670918681,1930s,0564088714,vle@example.com,"9 Jane Hẻm, Thành phố JohnXã, 131835",Tim mạch,10.79,Kim Hoàng,17/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,An Xuân Bùi,361257660704,1990s,0820706172,ldang@example.net,"970 Jane Tổ, Huyện JohnHuyện, 333968",Tiểu đường,3.86,Châu Hải Nguyễn,20/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Ông Quang Lê,669172662795,1940s,0307293182,dangjane@example.net,"810 Jane Làng, JohnXã, 910795",Khỏe mạnh,5.6,Quý cô Hà Bùi,28/05/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Lâm Vũ,348248460575,1950s,0775263352,wduong@example.org,"3 John Đường, Quận JaneXã, 786972",Khỏe mạnh,4.11,Phương Xuân Nguyễn,05/06/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Thành Xuân Đặng,564289169872,1990s,0872944707,dangjohn@example.com,"4 Dương Làng, JohnThành phố, 569199",Tim mạch,8.35,Châu Trí Phạm,11/02/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Khoa Quang Nguyễn,593916886303,1980s,0883925683,john53@example.org,"087 Vũ Đường, Huyện JaneThị xã, 885663",Tim mạch,8.98,Vân Dương,22/03/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Chị Hải Dương,766477586661,1980s,0772769087,lejohn@example.com,"3 John Làng, JohnThị xã, 628897",Tiểu đường,5.05,Vi Hoàng,29/04/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Nhật Đức Bùi,089874172549,1970s,0814319841,jane84@example.com,"9 John Làng, Huyện JanePhường, 309943",Huyết áp cao,7.31,Hà Hoàng,14/05/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Chị Lâm Bùi,376558961607,1950s,0749285578,john31@example.com,"054 John Khu, JaneXã, 565196",Huyết áp cao,3.66,Anh Tú Nguyễn,31/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Anh Trọng Hoàng,089059970320,2000s,0727359598,hoangjane@example.com,"8 Bùi Làng, Huyện JohnThành phố, 696989",Tiểu đường,9.1,Nhật Nguyễn,26/06/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Quý ông Huy Hoàng,244854048212,2000s,0882221157,utran@example.org,"061 Dương Khu, JanePhường, 172870",Tim mạch,8.25,Kim Đặng,13/03/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Khoa Phú Hoàng,203089525931,1990s,0512609729,janevu@example.org,"68 Jane Dãy, Thị xã JaneHuyện, 238339",Tiểu đường,11.87,Xuân Nguyễn,12/04/2026
388629ff-b2a0-4778-809d-644453ab3cce,Ông Vũ Đặng,852513640421,2000s,0514766898,wmai@example.org,"15 Jane Ngõ, JaneThị xã, 295815",Tiểu đường,5.62,Phương Quang Lê,29/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Quý cô Linh Dương,636249745926,1990s,0558119613,john54@example.net,"6 Nguyễn Ngõ, Thành phố JohnQuận, 536236",Huyết áp cao,4.94,Ánh Đặng,04/05/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Bà Lan Nguyễn,779852769012,1950s,0837425435,ohoang@example.org,"5 Jane Hẻm, Thị xã JaneXã, 376585",Huyết áp cao,8.39,Lâm Văn Lê,13/06/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Ông Châu Phạm,466989625148,1990s,0779138818,bpham@example.net,"4 Mai Tổ, Quận JaneQuận, 548557",Tim mạch,5.65,Khoa Lê,06/06/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Chị Lâm Trần,714837674230,2000s,0505505498,tranjane@example.org,"9 Jane Ngõ, JohnThành phố, 335842",Tim mạch,4.11,Nhật Lê,28/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Tùng Hữu Bùi,621700306182,1970s,0854410087,janebui@example.org,"123 Mai Làng, JaneHuyện, 938418",Huyết áp cao,6.32,Quý cô Hải Hoàng,15/06/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Ông Vũ Lê,079364213012,1990s,0760423392,john49@example.net,"726 Nguyễn Khu, JohnQuận, 122577",Khỏe mạnh,8.56,Bà An Hoàng,06/03/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Ông Phúc Vũ,718307176161,1970s,0330949069,lhoang@example.com,"531 Dương Làng, JohnHuyện, 813182",Tim mạch,10.15,Cô Khoa Bùi,20/05/2026
61603399-d307-4198-bc3e-b4029ba14c35,Phương Lê,490070265001,1940s,0948633031,jane92@example.org,"725 Hoàng Dãy, Thành phố JohnXã, 231455",Tim mạch,3.85,Ông Nhiên Nguyễn,18/03/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Hồng Hoàng,296440561522,1940s,0751505288,jane19@example.com,"60 Jane Khu, Huyện JohnThị xã, 722967",Khỏe mạnh,8.74,Quang Thế Đặng,08/05/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Ông Tú Phạm,086235728214,1970s,0519562140,janemai@example.com,"JohnQuận, 149 John Dãy, 429101",Huyết áp cao,10.74,Anh Khoa Mai,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Bảo Bùi,996975116408,1970s,0399756706,johndang@example.net,"08 John Dãy, JohnThị xã, 646255",Tiểu đường,11.71,Hoàng Mai Phạm,01/05/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,Phúc Hoàng Bùi,089769092163,1960s,0912717464,john56@example.com,"3 Nguyễn Số, JaneHuyện, 723644",Tiểu đường,4.94,Cô Dương Dương,12/01/2026
